gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000108027.1|Gm44271,5,0,0,0,5,0,0,0,0,5
ENSMUSG00000086739.1|Gm4409,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052581.13|Lrrtm4,0,4,0,0,31,0,4,0,0,4
ENSMUSG00000107498.1|Gm44240,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000107996.1|Gm44228,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000107905.1|Gm44230,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000107840.1|Gm44241,0,0,0,4,4,0,0,0,0,0
ENSMUSG00000108173.1|Gm44231,0,4,2,8,4,1,0,0,6,4
ENSMUSG00000108264.1|Gm20371,2,0,0,0,12,5,2,0,0,0
ENSMUSG00000108088.1|Gm44229,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000107826.1|Gm44242,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000107419.1|Gm43902,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000035125.10|Gcfc2,729,890,971,1327,1505,1491,825,492,2055,1344
ENSMUSG00000030045.10|Mrpl19,3110,3002,2142,3026,4974,4550,3187,3120,3936,2911
ENSMUSG00000035104.14|Eva1a,48,90,3,6,275,312,93,118,5,12
ENSMUSG00000087136.1|Gm15864,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107809.1|Gm44209,20,0,0,0,8,14,0,0,0,0
ENSMUSG00000030042.15|Pole4,4408,4250,2867,4130,7693,7564,3617,3406,6356,4881
ENSMUSG00000107453.1|Gm44145,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000000628.10|Hk2,7925,10078,13362,19364,16485,17138,10138,11656,27706,21654
ENSMUSG00000090293.1|Gm17034,9,0,327,525,2,0,0,0,859,452
ENSMUSG00000109556.1|RP23-81F19.2,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000100291.6|2310069B03Rik,4,0,0,0,57,55,0,0,0,0
ENSMUSG00000000627.15|Sema4f,208,332,69,125,649,776,356,466,112,114
ENSMUSG00000107701.1|Gm19287,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107829.1|Gm43985,0,0,0,0,4,0,0,12,0,1
ENSMUSG00000107599.1|Gm43981,0,0,0,0,0,0,4,0,0,0
ENSMUSG00000030041.9|M1ap,302,319,17,6,725,718,640,690,26,11
ENSMUSG00000068335.6|Dok1,810,652,318,514,437,481,958,842,681,512
ENSMUSG00000000693.10|Loxl3,93,18,414,477,96,103,241,214,774,631
ENSMUSG00000099035.1|Mir7040,0,0,1,2,0,5,0,0,6,0
ENSMUSG00000068329.12|Htra2,2309,2193,786,1083,2521,2415,3449,2915,1585,1248
ENSMUSG00000068328.9|Aup1,3074,3081,4021,5880,7404,6654,4248,3429,8561,6499
ENSMUSG00000009145.6|Dqx1,141,104,194,296,184,186,132,92,441,285
ENSMUSG00000068327.5|Tlx2,10,15,16,11,136,108,106,64,9,12
ENSMUSG00000103189.1|Gm37092,4,0,9,9,18,23,21,3,27,5
ENSMUSG00000069678.10|Pcgf1,485,594,482,775,1025,1304,635,562,888,683
ENSMUSG00000034968.3|Lbx2,15,3,23,24,11,23,18,0,84,46
ENSMUSG00000087578.1|Ccdc142os,0,4,10,23,16,24,6,4,53,28
ENSMUSG00000107499.1|Ccdc142,42,69,69,37,103,63,36,30,62,30
ENSMUSG00000079511.8|Ccdc142,673,685,123,914,792,1099,864,216,1109,878
ENSMUSG00000030037.9|Mrpl53,1171,812,744,398,1493,1030,936,1367,897,588
ENSMUSG00000030035.14|Wbp1,1006,986,1517,2146,1718,1676,1363,1311,2859,2541
ENSMUSG00000030034.11|Ino80b,1891,1377,445,659,1171,962,1617,1631,1017,797
ENSMUSG00000030036.8|Mogs,2332,2606,2325,3391,2811,2817,2797,3174,4153,3703
ENSMUSG00000108109.1|Gm44287,4,2,7,23,6,2,2,0,35,14
ENSMUSG00000034930.15|Rtkn,772,718,279,405,939,868,1328,1216,700,456
ENSMUSG00000030032.12|Wdr54,389,462,1136,1713,634,475,415,507,2202,1665
ENSMUSG00000030030.5|1700003E16Rik,120,151,57,124,172,118,142,152,89,77
ENSMUSG00000085782.2|Gm15624,7,0,57,72,3,0,0,6,141,76
ENSMUSG00000031865.16|Dctn1,10620,11448,3828,5491,15750,15903,11061,12459,7570,6180
ENSMUSG00000068323.12|Slc4a5,2109,2218,185,306,2369,2336,3369,3287,256,142
ENSMUSG00000005667.8|Mthfd2,8028,8029,7164,10008,16277,16190,3544,4096,12082,12902
ENSMUSG00000043131.14|Mob1a,4412,6753,7033,10128,6274,9257,5420,6277,14944,11602
ENSMUSG00000108053.1|Gm43890,22,22,93,203,49,39,15,9,179,145
ENSMUSG00000045160.14|Bola3,699,581,594,719,1052,977,578,671,1071,799
ENSMUSG00000034832.15|Tet3,554,680,4521,8106,787,921,899,895,11774,9165
ENSMUSG00000099045.1|Mir6374,0,0,0,2,0,0,0,0,7,6
ENSMUSG00000108780.1|RP23-331I23.5,0,0,77,113,3,0,0,0,241,124
ENSMUSG00000051844.13|B230319C09Rik,0,0,20,69,0,0,0,0,142,111
ENSMUSG00000014554.13|Dguok,768,560,1159,1857,1643,1482,840,690,2294,2083
ENSMUSG00000059430.14|Actg2,47,27,0,0,0,3,204,337,15,0
ENSMUSG00000006906.10|Stambp,201,232,398,546,170,251,281,227,781,650
ENSMUSG00000108484.1|RP23-361O12.4,64,118,125,146,96,142,113,63,225,149
ENSMUSG00000108660.1|RP23-361O12.3,12,16,61,124,16,8,9,25,110,85
ENSMUSG00000108609.1|RP23-361O12.5,8,0,1,0,0,0,0,0,0,0
ENSMUSG00000014542.3|Clec4f,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000085794.5|Vax2os,200,155,0,0,361,374,143,86,0,3
ENSMUSG00000099263.1|Gm27772,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098591.1|Gm27631,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098848.1|Gm27893,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087995.1|Gm25054,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034777.2|Vax2,32,27,7,0,306,295,34,76,5,0
ENSMUSG00000099354.6|1700124L16Rik,35,16,11,17,12,2,10,14,44,25
ENSMUSG00000014747.6|Ankrd53,18,20,23,29,31,17,20,12,75,56
ENSMUSG00000014748.13|Tex261,3144,3397,2172,3302,4701,5027,3133,3254,4135,3273
ENSMUSG00000034744.13|Nagk,788,683,62,152,2052,2049,731,852,202,175
ENSMUSG00000045896.14|Paip2b,8063,8596,3500,5190,8796,9371,5218,5712,6278,5537
ENSMUSG00000108107.2|Gm5312,12,0,1,0,39,23,11,3,0,1
ENSMUSG00000107644.2|Gm6342,9,0,0,0,0,0,0,0,0,0
ENSMUSG00000030016.14|Zfp638,5159,6702,11512,17182,10746,11950,6073,5927,24589,17934
ENSMUSG00000108750.1|RP24-327I4.8,0,0,4,0,0,17,0,0,16,8
ENSMUSG00000107991.1|Gm43919,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079501.3|Gm5138,5205,4542,2577,4056,6255,6022,5262,5448,2596,2550
ENSMUSG00000107534.1|Gm43920,30,0,162,200,9,0,0,7,315,183
ENSMUSG00000033788.15|Dysf,815,708,1162,1595,184,163,1097,1290,2522,1790
ENSMUSG00000107682.1|Gm43918,0,0,4,8,0,3,3,0,11,8
ENSMUSG00000087001.2|Gm15475,0,0,25,40,0,0,0,0,37,18
ENSMUSG00000108142.1|Gm7498,2,2,1,5,2,0,1,1,5,1
ENSMUSG00000107926.1|4930504D19Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063415.12|Cyp26b1,56,27,13,11,22,22,90,47,16,28
ENSMUSG00000098142.1|Gm7507,0,1,6,5,4,0,0,0,11,3
ENSMUSG00000033769.16|Exoc6b,2722,2787,1994,2473,6390,7174,3396,3702,5029,3812
ENSMUSG00000108012.1|Gm44012,0,0,4,6,3,0,0,0,4,0
ENSMUSG00000107629.1|Gm44011,0,0,5,13,0,2,0,0,28,8
ENSMUSG00000088849.1|Gm26353,0,0,22,5,0,0,3,0,10,18
ENSMUSG00000081669.1|Npm3-ps1,122,102,15,29,108,95,100,99,37,34
ENSMUSG00000107925.1|Gm43957,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072952.6|Gm5878,12,0,9,8,52,72,13,0,51,16
ENSMUSG00000107769.1|Gm43959,2,12,0,0,0,0,0,0,0,5
ENSMUSG00000033735.9|Spr,4918,4257,828,1123,4823,4286,5454,6234,1409,1148
ENSMUSG00000072950.5|Gm10444,0,2,0,0,0,0,0,0,2,0
ENSMUSG00000107922.1|Gm44285,0,0,0,0,0,0,2,0,2,0
ENSMUSG00000089262.1|Gm22893,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000068303.6|Spr-ps1,53,28,8,4,2,22,19,10,4,0
ENSMUSG00000033726.8|Emx1,10,0,0,6,73,132,0,0,0,4
ENSMUSG00000033720.12|Sfxn5,150,207,518,719,597,594,199,205,1041,678
ENSMUSG00000051343.11|Rab11fip5,939,771,325,414,5248,5102,1755,2445,791,710
ENSMUSG00000076012.1|Mir705,1,1,0,1,1,1,1,1,1,1
ENSMUSG00000068302.8|Noto,7,3,0,0,8,0,23,0,0,4
ENSMUSG00000033706.13|Smyd5,8462,8006,5945,8619,8052,8092,7955,8012,11489,8968
ENSMUSG00000030008.9|Pradc1,865,826,366,596,1775,1809,708,627,813,491
ENSMUSG00000030007.8|Cct7,49357,45600,15462,22655,53867,54166,42546,46827,29728,24994
ENSMUSG00000047013.15|Fbxo41,42,20,207,370,154,116,29,16,362,289
ENSMUSG00000071341.4|Egr4,73,32,60,58,107,107,77,77,75,97
ENSMUSG00000089694.2|Gm4477,1,0,9,12,0,2,0,2,17,11
ENSMUSG00000051262.9|Cml3,1,2,7,13,7,0,4,2,17,10
ENSMUSG00000098691.1|Gm27317,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105002.1|Mir6375,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090098.7|Alms1-ps2,162,124,158,330,129,136,203,165,218,158
ENSMUSG00000063810.6|Alms1,2336,2644,6091,9052,2843,3184,2651,3014,11039,8016
ENSMUSG00000107370.1|Gm43588,7,4,96,140,8,14,0,0,170,106
ENSMUSG00000107278.1|Gm42600,59,80,238,361,134,109,72,100,369,201
ENSMUSG00000090256.1|Alms1-ps1,148,96,86,101,70,121,156,141,117,71
ENSMUSG00000040078.9|Gm9769,4467,5067,3678,4230,4479,5994,4233,4193,5824,4635
ENSMUSG00000033634.7|Cml2,16,13,7,63,14,39,54,55,37,83
ENSMUSG00000106784.1|Gm43309,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057103.10|Cml1,49,19,11,32,97,139,27,34,50,60
ENSMUSG00000054226.13|Tprkb,1817,1766,1594,2764,3264,3513,1409,1734,3470,3340
ENSMUSG00000106965.1|Gm18290,0,0,23,35,0,2,0,0,77,31
ENSMUSG00000068299.11|1700019G17Rik,166,149,68,46,322,472,224,218,62,72
ENSMUSG00000089634.1|Nat8b-ps,4,3,6,9,8,16,0,4,13,9
ENSMUSG00000107203.1|Gm7542,10,2,13,3,4,0,15,0,19,6
ENSMUSG00000030002.15|Dusp11,3326,3408,8850,12120,6881,7433,3450,3497,18630,14483
ENSMUSG00000107230.1|Gm19265,16,18,59,94,19,29,15,41,180,113
ENSMUSG00000030001.4|Figla,5,15,0,0,8,8,0,5,0,0
ENSMUSG00000030000.10|Add2,38,9,99,145,25,46,36,23,186,241
ENSMUSG00000107842.1|Gm44089,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000107927.1|Gm44090,20,5,1,0,0,0,0,4,0,0
ENSMUSG00000029999.14|Tgfa,245,255,295,459,410,325,172,292,782,415
ENSMUSG00000107745.1|Gm43917,0,0,4,8,0,0,0,0,4,6
ENSMUSG00000072940.5|Gm10443,2748,2933,748,941,2557,1890,4003,4377,1454,1006
ENSMUSG00000057497.8|Fam136a,4926,4899,3465,5540,6451,6619,5001,5883,6524,5457
ENSMUSG00000057278.8|Snrpg,6811,5733,4897,6074,6078,5543,8932,8034,8080,5787
ENSMUSG00000107509.1|Gm19273,27,33,94,123,0,20,29,21,318,141
ENSMUSG00000029998.14|Pcyox1,3234,3475,3732,5163,3520,3645,3158,3705,6253,5380
ENSMUSG00000071337.11|Tia1,1758,2584,3667,6042,3128,4304,2409,1662,7262,5178
ENSMUSG00000107539.1|RP23-281H4.10,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046679.16|C87436,379,544,700,877,653,794,491,320,1531,1047
ENSMUSG00000085589.7|A430078I02Rik,16,9,75,92,20,0,5,0,200,116
ENSMUSG00000101655.1|2310040G24Rik,43,41,10,8,67,75,71,60,14,13
ENSMUSG00000107876.1|Gm43936,0,0,0,2,0,4,4,0,8,0
ENSMUSG00000101210.1|Gm28720,12,14,3,3,9,13,2,0,5,3
ENSMUSG00000100174.1|Gm28719,4,0,4,0,0,11,0,0,5,0
ENSMUSG00000107689.1|Gm44386,0,0,0,4,16,0,6,0,0,0
ENSMUSG00000097048.7|1600020E01Rik,835,635,472,576,1814,1883,1076,288,1237,816
ENSMUSG00000093162.1|Gm22184,0,0,2,1,0,0,0,1,2,1
ENSMUSG00000051695.6|Pcbp1,42181,37409,18954,29036,66659,61369,47959,50957,38825,30888
ENSMUSG00000108059.1|Gm44369,37,8,10,8,58,22,4,0,0,7
ENSMUSG00000033508.7|Asprv1,63,33,13,4,62,58,49,14,30,19
ENSMUSG00000001156.9|Mxd1,534,312,403,643,922,478,284,216,1109,629
ENSMUSG00000108291.1|Gm44292,0,0,16,33,0,0,3,0,53,12
ENSMUSG00000001158.13|Snrnp27,1822,1518,2922,4293,3882,3382,1716,1552,6082,4260
ENSMUSG00000108197.1|Gm44214,20,0,2,4,2,5,10,3,10,3
ENSMUSG00000001157.13|Gmcl1,2254,2465,1699,2486,2871,2585,1933,2295,2981,2613
ENSMUSG00000107961.1|Gm44036,0,0,19,32,2,10,0,0,34,28
ENSMUSG00000029994.17|Anxa4,1197,1021,522,1088,1494,1636,1395,1492,967,755
ENSMUSG00000057230.13|Aak1,2294,2903,4510,6368,2810,3687,2401,2558,10079,6733
ENSMUSG00000108152.1|Gm44152,0,4,9,35,13,2,4,2,44,17
ENSMUSG00000100164.1|2610306M01Rik,73,91,44,48,104,94,143,91,106,69
ENSMUSG00000108216.1|Gm44153,19,0,42,13,4,13,0,0,53,26
ENSMUSG00000107576.1|Gm44093,2,4,37,15,3,0,0,0,20,18
ENSMUSG00000107688.1|Gm44091,4,0,5,4,7,7,0,0,4,17
ENSMUSG00000029993.16|Nfu1,3803,2594,1563,2401,12078,11292,3101,3299,2784,1845
ENSMUSG00000029992.14|Gfpt1,2179,3006,3557,5361,3608,3474,2918,3376,7987,6173
ENSMUSG00000090891.3|D6Ertd527e,0,19,12,52,4,4,18,22,33,32
ENSMUSG00000033420.12|Antxr1,209,147,1025,1348,305,410,418,289,1662,1321
ENSMUSG00000108195.1|Gm44415,0,0,6,6,2,0,0,0,10,7
ENSMUSG00000107436.1|Gm44416,0,0,0,20,0,0,0,0,6,10
ENSMUSG00000107865.1|Gm44417,0,0,6,15,0,0,0,0,12,10
ENSMUSG00000108006.1|Gm44418,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084613.1|n-R5s164,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108143.1|Gm44414,0,0,14,16,2,0,0,0,23,9
ENSMUSG00000107780.1|9530013L04Rik,2,0,0,4,0,0,0,0,2,0
ENSMUSG00000030047.14|Arhgap25,0,0,0,4,50,42,0,6,0,4
ENSMUSG00000049409.9|Prokr1,16,12,60,101,29,17,10,10,105,82
ENSMUSG00000030051.10|Aplf,642,796,315,456,905,977,767,807,668,500
ENSMUSG00000107593.1|Gm44097,0,0,3,2,0,0,0,0,6,4
ENSMUSG00000071332.11|E230015B07Rik,0,0,7,0,7,0,9,8,10,10
ENSMUSG00000089997.1|1810020O05Rik,0,0,0,4,69,64,0,0,5,0
ENSMUSG00000068262.4|Gm5879,109,91,262,142,206,123,88,84,270,202
ENSMUSG00000030055.16|Rab43,682,447,35,610,1967,1850,607,552,18,28
ENSMUSG00000030056.8|Isy1,3741,3526,2173,3142,3933,3579,4053,4343,3507,2900
ENSMUSG00000107928.1|RP23-4F16.12,38,7,471,7,21,1,4,1,1090,788
ENSMUSG00000108064.1|Gm44423,14,8,24,22,11,4,0,0,52,53
ENSMUSG00000108120.1|9930120I10Rik,4,14,20,26,12,4,3,0,38,17
ENSMUSG00000108042.1|B130021K23Rik,49,6,114,217,57,10,12,6,337,151
ENSMUSG00000030057.15|Cnbp,45847,41453,16916,24661,59854,57252,37697,38807,35228,29120
ENSMUSG00000107798.1|Gm44064,19,8,17,68,4,8,0,5,54,31
ENSMUSG00000030058.17|Copg1,11613,12656,8357,12869,17007,18340,12971,13396,16619,12740
ENSMUSG00000097763.1|Gm26636,0,0,0,2,4,2,7,1,0,1
ENSMUSG00000030060.14|Hmces,2856,2698,610,908,3144,2734,3795,3643,973,904
ENSMUSG00000108227.1|4933412L11Rik,0,0,2,17,15,0,0,0,10,46
ENSMUSG00000079477.9|Rab7,13905,13049,11519,17295,21749,22020,14564,15094,24125,18822
ENSMUSG00000044927.6|H1fx,3692,3333,2127,2714,9301,8977,4463,4219,2993,3090
ENSMUSG00000084950.7|Gm5577,51,51,92,146,22,53,42,21,185,126
ENSMUSG00000106591.1|AC153872.1,1,2,3,2,1,3,2,1,2,3
ENSMUSG00000108049.1|Gm44168,38,15,74,77,10,12,49,12,147,68
ENSMUSG00000108268.1|Gm44187,16,0,241,298,25,15,10,1,565,309
ENSMUSG00000030062.7|Rpn1,17315,18308,8853,14927,28535,27928,15096,16372,18781,14997
ENSMUSG00000099095.1|Mir6376,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015053.14|Gata2,1159,1289,7,26,1376,971,1709,1640,48,41
ENSMUSG00000033216.9|Eefsec,2829,2278,1811,2396,3714,3369,2452,2793,3186,2585
ENSMUSG00000107472.1|Gm44265,0,0,7,11,0,0,0,0,11,4
ENSMUSG00000084582.1|Gm25178,0,0,3,1,0,0,0,0,0,0
ENSMUSG00000107561.1|Gm44264,6,3,46,37,7,8,12,0,48,29
ENSMUSG00000030079.15|Ruvbl1,8251,7691,3115,4450,6738,6904,8358,9019,5422,5249
ENSMUSG00000107659.1|Gm44170,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030082.14|Sec61a1,18735,16606,11223,17415,21475,21603,15427,17281,23674,18981
ENSMUSG00000107698.1|Gm44430,5,7,36,66,2,6,11,3,79,57
ENSMUSG00000033182.12|Kbtbd12,8,20,0,3,7,33,7,0,9,0
ENSMUSG00000097730.3|Gm26588,4,0,0,0,7,2,0,0,0,0
ENSMUSG00000033174.17|Mgll,83,115,3,3,126,76,161,157,47,11
ENSMUSG00000107835.1|Gm43999,0,0,0,4,0,0,0,0,0,5
ENSMUSG00000107719.1|Gm43937,0,0,2,0,0,0,0,15,0,0
ENSMUSG00000107624.1|Gm44005,4,0,0,8,0,0,0,0,4,0
ENSMUSG00000107966.1|Gm44001,4,0,4,0,26,16,4,0,0,4
ENSMUSG00000030083.11|Abtb1,1472,1458,532,916,2091,2197,1754,1756,1229,1002
ENSMUSG00000033152.13|Podxl2,92,127,119,140,379,296,155,107,230,260
ENSMUSG00000085828.1|Gm15612,0,0,32,66,5,2,11,0,57,49
ENSMUSG00000002870.8|Mcm2,27550,27470,20783,31889,48753,47811,28491,32702,33466,30856
ENSMUSG00000107432.1|Gm36189,78,84,81,178,88,71,65,36,223,138
ENSMUSG00000002871.14|Tpra1,774,756,773,1240,1297,1466,1020,865,1380,1274
ENSMUSG00000055403.13|4933427D06Rik,58,75,15,0,182,267,93,35,0,0
ENSMUSG00000090013.1|Gm6507,14,15,0,0,17,2,20,18,0,0
ENSMUSG00000107622.1|Gm44205,5,0,16,11,64,112,12,0,5,8
ENSMUSG00000030084.11|Plxna1,8528,9562,26113,34453,11227,11393,9582,11967,45752,38965
ENSMUSG00000107570.1|Gm44207,0,0,252,298,5,0,0,0,455,258
ENSMUSG00000097816.1|Gm26811,23,11,411,586,43,15,32,3,830,531
ENSMUSG00000107680.1|Gm43903,0,0,0,6,0,0,0,0,3,1
ENSMUSG00000030086.16|Chchd6,1152,741,1278,1639,1295,1378,876,957,1746,1792
ENSMUSG00000000811.13|Txnrd3,582,470,421,523,700,742,760,808,723,655
ENSMUSG00000092303.1|Vmn1r-ps29,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000060724.1|Vmn1r47,7,2,0,0,6,36,4,0,0,0
ENSMUSG00000062818.6|Vmn1r51,3,0,0,0,1,13,0,0,0,0
ENSMUSG00000092247.2|Gm20426,4,6,3,0,38,0,0,8,5,7
ENSMUSG00000060816.2|Vmn1r52,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062546.4|V1ra8,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061843.4|Vmn1r-ps32,4,0,0,0,6,11,0,0,3,0
ENSMUSG00000057697.2|Vmn1r53,8,7,3,0,62,60,17,1,0,0
ENSMUSG00000056643.5|Chst13,22,16,0,0,14,11,13,18,0,0
ENSMUSG00000034456.15|Uroc1,10,0,0,0,8,0,17,15,0,0
ENSMUSG00000034430.16|Zxdc,1349,1681,2364,3224,3129,3690,1164,1382,4839,3483
ENSMUSG00000048794.14|Cfap100,23,19,28,45,33,55,28,23,90,53
ENSMUSG00000108181.1|C030015A19Rik,24,53,146,168,84,90,21,19,274,133
ENSMUSG00000030087.11|Klf15,626,853,39,35,886,1376,726,896,55,48
ENSMUSG00000107451.1|Gm44421,20,20,0,0,32,37,8,7,3,0
ENSMUSG00000108111.1|RP24-457L7.3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030088.15|Aldh1l1,340,363,207,155,2434,2223,764,654,275,409
ENSMUSG00000108271.1|Gm44236,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000089781.2|Gm15756,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000030089.15|Slc41a3,110,71,74,48,770,638,138,210,192,175
ENSMUSG00000093052.2|Gm24816,0,0,0,2,0,0,0,0,2,0
ENSMUSG00000107999.1|Gm44123,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000034312.13|Iqsec1,2258,1925,5387,7628,2833,2903,2626,3167,9202,7445
ENSMUSG00000107795.1|Gm44105,0,0,2,2,0,0,0,0,2,2
ENSMUSG00000088379.1|Gm25185,0,0,6,2,0,0,0,0,8,4
ENSMUSG00000058700.2|Rpl21-ps12,3,2,18,25,2,0,4,2,25,22
ENSMUSG00000099662.1|Ppp1r2-ps2,13,14,45,48,42,23,18,36,156,76
ENSMUSG00000030091.17|Nup210,5204,5739,9137,12609,9548,10159,7051,7287,15075,12806
ENSMUSG00000034245.10|Hdac11,348,367,325,443,769,762,402,461,524,612
ENSMUSG00000085624.1|Gm14573,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108158.1|Gm44002,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064080.12|Fbln2,109,106,222,308,37,52,253,186,817,684
ENSMUSG00000030093.7|Wnt7a,60,23,5,15,6,20,193,160,20,0
ENSMUSG00000108804.1|RP23-190H11.6,12,0,4,0,0,0,0,0,0,0
ENSMUSG00000108595.1|RP23-190H11.8,0,0,0,0,0,9,0,0,0,0
ENSMUSG00000097693.2|4930471M09Rik,0,3,14,15,0,8,0,0,28,27
ENSMUSG00000098240.1|Gm4575,46,34,200,157,55,20,37,32,190,158
ENSMUSG00000100680.1|1810044D09Rik,28,54,74,182,31,55,24,31,202,125
ENSMUSG00000030095.10|Tmem43,3679,3684,2245,3220,3973,3211,3157,3210,4460,3481
ENSMUSG00000034203.8|Chchd4,4699,4247,1078,1416,4188,4497,4034,4464,2055,1598
ENSMUSG00000030094.8|Xpc,1741,1831,1214,1483,2731,2844,2183,2312,2180,1915
ENSMUSG00000108584.1|RP23-190H11.11,0,0,29,21,5,0,0,0,86,53
ENSMUSG00000034192.5|Lsm3,4671,3380,4714,7596,4021,3319,4155,4244,9278,7160
ENSMUSG00000108308.1|RP23-292C5.4,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000030096.8|Slc6a6,7795,10260,6118,9307,7652,8151,11477,10454,14839,10181
ENSMUSG00000108526.1|RP23-292C5.8,0,5,22,46,0,0,6,4,81,40
ENSMUSG00000108784.1|RP23-292C5.7,7,0,38,48,3,0,0,0,171,79
ENSMUSG00000108574.1|RP23-292C5.9,0,4,39,55,2,0,10,0,106,52
ENSMUSG00000030098.15|Grip2,55,89,137,117,300,188,155,149,171,115
ENSMUSG00000034083.16|Ccdc174,1066,1134,1301,1953,1961,2606,892,873,2782,1972
ENSMUSG00000034063.8|4930590J08Rik,25,5,123,231,88,151,58,70,435,258
ENSMUSG00000108625.1|RP24-191L21.4,1,4,6,3,0,0,0,0,25,7
ENSMUSG00000034037.14|Fgd5,162,305,258,433,794,884,253,309,953,871
ENSMUSG00000107794.1|Gm44095,0,0,3,0,0,0,0,0,7,5
ENSMUSG00000087317.1|4930466I24Rik,0,0,0,8,0,0,0,0,0,0
ENSMUSG00000005893.14|Nr2c2,770,1528,4619,6475,1456,2315,1539,1270,10251,6628
ENSMUSG00000108199.1|Gm44249,4,8,92,87,4,4,14,13,154,87
ENSMUSG00000014551.8|Mrps25,3620,3155,1455,2440,3573,3734,3406,3244,3241,2764
ENSMUSG00000014550.14|Rbsn,2780,2513,2042,2957,4631,5037,2274,2587,3517,2697
ENSMUSG00000005892.4|Trh,3499,5575,68,252,6871,5191,17926,14859,6988,1559
ENSMUSG00000108140.1|Gm19475,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000030020.13|Prickle2,268,242,1087,1705,255,281,374,477,2300,2252
ENSMUSG00000098130.1|Gm17797,0,0,0,4,0,0,0,0,3,0
ENSMUSG00000030022.14|Adamts9,481,758,1378,2672,350,393,931,1055,4597,3671
ENSMUSG00000048636.7|A730049H05Rik,15,53,10,62,29,77,52,55,110,49
ENSMUSG00000079462.1|Gm15737,0,0,11,18,0,0,0,0,91,59
ENSMUSG00000097462.7|9530026P05Rik,2,0,11,62,3,0,0,0,97,60
ENSMUSG00000108286.1|Gm44224,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097996.1|Gm5313,0,0,2,4,0,0,0,0,3,0
ENSMUSG00000108256.1|Gm43923,0,0,0,10,3,0,0,0,19,9
ENSMUSG00000107655.1|Gm44220,0,11,33,64,4,0,6,3,85,123
ENSMUSG00000045095.16|Magi1,1562,1484,4312,6197,2210,2454,2328,1715,8955,6854
ENSMUSG00000088627.1|Gm23035,0,0,2,3,0,0,0,0,3,0
ENSMUSG00000089069.1|Gm22840,0,0,9,17,0,0,0,0,23,9
ENSMUSG00000045100.11|Slc25a26,1045,835,311,408,1149,1198,911,798,474,381
ENSMUSG00000030029.14|Lrig1,2012,2440,1787,2285,3906,3937,2783,2865,3278,2687
ENSMUSG00000098531.1|Mir7041,3,0,3,2,0,2,2,2,10,5
ENSMUSG00000085413.1|Kbtbd8os,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030031.14|Kbtbd8,1022,2431,2760,3999,2225,2952,1474,1486,5299,3732
ENSMUSG00000061838.7|Suclg2,6589,7659,4187,5365,12166,11749,6231,6391,7701,6279
